,player_id,team_id,opponent_team_id,match_id,event_id,first_half_ct_win_rounds,first_half_t_win_rounds,second_half_ct_win_rounds,second_half_t_win_rounds,ot_team_ct_win,ot_team_t_win,rating2_all,rating2_t,rating2_ct,acs_all,acs_t,acs_ct,kills_all,kills_t,kills_ct,deaths_all,deaths_t,deaths_ct,assists_all,assists_t,assists_ct,kast_all,kast_t,kast_ct,adr_all,adr_t,adr_ct,hsp_all,hsp_t,hsp_ct,fb_all,fb_t,fb_ct,fd_all,fd_t,fd_ct,kda_all,team_avg_rating,team_avg_acs,team_avg_kda,opp_avg_rating,opp_avg_acs,opp_avg_kda,opp_rating_gap,opp_acs_gap,opp_kda_gap
player_id,1.0,0.27497574481098563,0.15022802385208078,0.21645275845942388,0.21325376762174067,0.011932483816535921,-0.012192222933341752,-0.059227136899403635,-0.02198777457824362,-0.02873093632047274,-0.032963624463110075,-0.12257696167000003,-0.08470799742793268,-0.0969541390045384,-0.07429745386819286,-0.042067297181204305,-0.058060680213670765,-0.08389886238319157,-0.05716568371789732,-0.06079513966411367,0.07380874566925465,0.045614759196819996,0.05437946933154636,-0.10726339587465757,-0.08463644088956748,-0.0789679783672418,-0.17088489269093182,-0.11083380671769794,-0.11796700908389217,-0.0625661981045139,-0.0358478565051686,-0.038740354990070947,0.025320726027201017,0.016013853341499247,0.01614475292451285,-0.020414483885189967,-0.011310192691477422,-0.01958765942238733,0.04576408593276661,0.03918061341715951,0.027350430692017754,-0.12431954134738052,-0.38263481397019883,-0.38325994291880777,-0.3741181622152881,0.04549442065055714,0.05660429502032167,0.03864529061714649,-0.3353923586180987,-0.34917951327102226,-0.274284964026977
team_id,0.27497574481098563,1.0,0.09868101542221938,0.10254621302094685,0.13037006525980996,0.0030338372248637576,-0.0130966456607054,-0.04351527348090663,-0.02020466127366836,-0.020582382796521886,-0.019861898159045096,-0.06521663771834883,-0.04214052914372599,-0.05018699242530905,-0.056796120953473556,-0.028527120812935743,-0.043214260493403954,-0.06495716960409854,-0.041527164435956186,-0.04974692676197032,0.02339582671725154,0.01843343707635988,0.013155911862311196,-0.03528099392246429,-0.02671175793908912,-0.02706496771212353,-0.0876450717894575,-0.05590332677273971,-0.05927988271655197,-0.037818045951366126,-0.01888722220381389,-0.01824390981394749,0.016532454044238837,0.009972668473606519,0.013676517176979755,-0.028730934187352845,-0.018972568119790673,-0.024691142827728874,0.01066400622930704,0.009170019438320747,0.006326065568597391,-0.05940684330594968,-0.19316639694013749,-0.26710808130719554,-0.21245490765027458,0.04193881366389681,0.025942537435507618,0.03585663383568336,-0.18403864077446816,-0.233323757779643,-0.16836016284024288
opponent_team_id,0.15022802385208078,0.09868101542221938,1.0,0.10230588612422056,0.1300741882918499,0.0029221521437122907,-0.012972804934235815,-0.04365991721164563,-0.020291091907810505,-0.02063800264994196,-0.019912822275074283,0.07262324159971918,0.057277941044119714,0.052549911701241944,0.03798726586821591,0.04128086204401317,0.017966461889122376,0.016909646815419975,0.009338692770430696,0.014392186351214592,-0.09091275455747473,-0.06812839799508658,-0.05471720197743269,0.016299773585261492,0.008429700901954152,0.01629041798257823,0.07008808877980403,0.05418241087968108,0.048061665979895085,0.059363097095851185,0.04685426805247285,0.044903909440012005,0.022561777621946222,0.01672451830037686,0.018651406348662775,0.009909657953288097,0.005598899292667003,0.009405982572061718,-0.031322705758931715,-0.02457406110920041,-0.021357425310397308,0.08378991120916485,-0.025845463666425993,-0.04977802154578125,-0.031206807942047027,0.21740176157983168,0.17822524119917443,0.19832655805290622,-0.18896985569663904,-0.17226802094696175,-0.19958148711824591
match_id,0.21645275845942388,0.10254621302094685,0.10230588612422056,1.0,0.9861205318423942,-0.013428807213719324,-0.014321340060458054,0.04973866598851034,0.0888100999363863,0.027252227307148484,0.03133995783205312,0.006053078503025182,0.012728056010850383,0.004159863531462318,-0.03607549451454919,-0.00482532472025905,-0.0386954001271752,0.029403125661726936,0.0182754852036787,0.02302960775783026,0.045398221787720294,0.026915203826073437,0.03461981517947382,0.09093086037984542,0.05808645301575865,0.08017115086217788,0.027705323127618506,0.008927873716050742,0.012465279932911666,0.003038136259826302,0.0333323295892313,0.016188789847082257,0.16306379677965468,0.11585637145900508,0.10187435055144428,0.02382846234117883,0.015912291116633503,0.020311268633871667,0.026952184107533972,0.02133969473516274,0.018148612606298437,-0.013548032408735828,0.04452112869375771,-0.07612137296449913,0.004119257364734782,-0.016223373613727575,-0.16168665786423816,-0.060536680726872384,0.047505697319933544,0.05909079213276959,0.057461931348603675
event_id,0.21325376762174067,0.13037006525980996,0.1300741882918499,0.9861205318423942,1.0,-0.014171873092425971,-0.0169344445158668,0.046976955379560516,0.08863575381832237,0.02827912563759987,0.033177031538794255,0.0075143403437596765,0.014811847149264373,0.0057723770291127395,-0.03931561963132408,-0.0008977162762690347,-0.04405889263602962,0.028338541118574322,0.017730679718299898,0.02208124997401121,0.044366578477779445,0.026592355917395696,0.03353656753846953,0.09677738266515205,0.06347091130933999,0.08372873309505628,0.027053974559889712,0.008151854832186032,0.01168158374283828,0.00813525966205635,0.04087631744916537,0.0225636120555,0.1716244712921808,0.12113010939211845,0.10746601133541035,0.02382113645663863,0.01622304360080981,0.020007843402634645,0.027132332884501207,0.02121532441720999,0.01858395966953194,-0.012726239090309531,0.04746669207536158,-0.0837872366762008,0.006150667214925397,-0.014235575573013911,-0.17320288654308658,-0.06055318789416824,0.04827332107924396,0.06150121475175716,0.05877616304309563
first_half_ct_win_rounds,0.011932483816535921,0.0030338372248637576,0.0029221521437122907,-0.013428807213719324,-0.014171873092425971,1.0,-0.97925724372902,-0.06245834912244542,0.05322669595774517,0.0021825369687015956,0.003540283635367097,0.0039716477591898065,-0.09286403466812478,0.09587450642579758,-0.0032119699616083392,-0.09296567014246246,0.08906909032894575,-0.006476193212635968,-0.2084094340629536,0.19520267872730143,-0.011285650209200714,0.2424142630704647,-0.2644006105479381,0.001971247424968446,-0.1249495766642538,0.12392413010059215,-0.0032628881415651956,-0.19722712185735017,0.19580550866640054,-0.009943126898366857,-0.1292725539969001,0.12922732625212596,-0.02881862652785873,0.0010005923353517802,-0.02794966223294846,-0.001988994718692209,-0.12279448320633699,0.1126655728667408,-0.0034084781586890874,0.10673735326883649,-0.13100974865392148,0.016538819268905377,-0.024828318490052504,-0.03109411373584937,-0.016818185668876575,0.029015821046305533,0.03133990524566573,0.039841600602052,-0.041987910521267074,-0.048195922102006086,-0.046840853140577246
first_half_t_win_rounds,-0.012192222933341752,-0.0130966456607054,-0.012972804934235815,-0.014321340060458054,-0.0169344445158668,-0.97925724372902,1.0,0.0759831699857389,-0.045624659853363024,-0.003111405849198314,-0.0009720298379790472,-0.003959279484523302,0.09248864195869293,-0.09564720742547099,0.004928716469725771,0.09323003100737712,-0.08693412398044473,0.005259944779806268,0.20722614282200574,-0.19573654741945534,0.009486389040548427,-0.2429979265491275,0.2625324938316361,-0.004967681650743797,0.12295259987967563,-0.12648578132312294,0.0008776957515734425,0.19563034944653976,-0.1968666915171946,0.010402399046800313,0.1281194971443351,-0.12871610846833487,0.023777419866799456,-0.003486663650474566,0.024156415374806908,0.0009330174823189353,0.12111239714505853,-0.11264590846902026,0.002224942366703708,-0.10676273108342443,0.12914049157085422,-0.015580239006796467,0.026070007257091944,0.03835782424532504,0.018460541094482433,-0.030758005185328043,-0.025195883053015084,-0.03972384002835886,0.044313636018962016,0.049453432813621294,0.047784642710200546
second_half_ct_win_rounds,-0.059227136899403635,-0.04351527348090663,-0.04365991721164563,0.04973866598851034,0.046976955379560516,-0.06245834912244542,0.0759831699857389,1.0,-0.13237509172749695,0.20302695275124297,0.20866735391421784,0.003959561816525622,-0.17402877824359916,0.18961821681886387,0.01663157747780106,-0.0775926619519813,0.1104098083594577,0.30200815028460093,0.1276376024422599,0.29541135589784634,0.4263854626062275,0.40370879499405193,0.17018277693786335,0.2052077235239399,0.09910472858136704,0.21188801338502877,0.0256016097748725,-0.21315673213260877,0.17219217729161237,0.033531539815831145,-0.016680342194012824,0.13839110030444343,-0.006867490361130187,-0.02628017710455854,-0.013066004476485517,0.13397212152892266,0.04228674416146529,0.15861532923013436,0.14741457741858238,0.1610635573132176,0.04710498022085747,-0.12637690695363354,0.13297254386072901,0.13949159927017113,0.06487800530890081,-0.1407652295076641,-0.12669083089777522,-0.17996494398246618,0.21351792087154023,0.20588541112299566,0.20448757515476576
second_half_t_win_rounds,-0.02198777457824362,-0.02020466127366836,-0.020291091907810505,0.0888100999363863,0.08863575381832237,0.05322669595774517,-0.045624659853363024,-0.13237509172749695,1.0,0.19671957381209546,0.18858274949252765,0.0019302202734972915,0.17490640756758552,-0.16727569153962712,0.023671890991021394,0.14258287608567985,-0.097175569032463,0.3122780161306689,0.30244112204530216,0.13842084467220003,0.4406258612395033,0.19314336834876525,0.40593136947904723,0.20351033933040608,0.20871211187540428,0.10322789781930353,0.02526779205143208,0.15431891196006864,-0.20736211217271266,0.04554803991183525,0.17808405093447763,-0.03378751112726224,0.015240378303758547,0.00819640570381792,-0.011131488338740104,0.1355900889417504,0.14560622811519758,0.06373601270327732,0.14833517061130183,0.06421268230416811,0.1624945533539592,-0.11801050937394031,0.09881598401043562,0.09966329312264886,0.03581646504314849,-0.10835022412323013,-0.09990459445834002,-0.15082048156689684,0.16157643084763107,0.15407232814614533,0.15950417946942888
ot_team_ct_win,-0.02873093632047274,-0.020582382796521886,-0.02063800264994196,0.027252227307148484,0.02827912563759987,0.0021825369687015956,-0.003111405849198314,0.20302695275124297,0.19671957381209546,1.0,0.7175861849566164,0.0039655951794550365,0.00028996158085796745,0.007861651028640445,0.014512990526951652,0.013853865490190886,0.01104587038846096,0.308096191058182,0.21027138255871375,0.2229152232048781,0.42956820310704186,0.2972266674693258,0.28388898124518297,0.19017589036571103,0.14084803592539316,0.14892580632420055,0.009380822331392666,-0.007649052388422856,0.003406270511434343,0.02959045954216767,0.031809579312436324,0.034217518530747726,0.0035195045697381457,-0.004878211627782668,-0.0020114994274822323,0.13427623512817588,0.08767042437296037,0.11633683676135217,0.14549722272155427,0.11618561040504741,0.09681215340491597,-0.036353652619721004,0.041830906102245595,0.03839154531998325,0.025353606042162486,-0.04185029945479192,-0.04380448985168548,-0.04958343325347096,0.06528188379810096,0.06330201364545894,0.06112312187202423
