https://www.vlr.gg/event/matches/2766/,/753444/100-thieves-vs-t1-valorant-champions-2026-opening-a,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753452/tbd-valorant-champions-2026-elim-b,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753458/tbd-valorant-champions-2026-decider-c,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753453/tbd-valorant-champions-2026-decider-b,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753448/tbd-valorant-champions-2026-decider-a,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753462/tbd-valorant-champions-2026-elim-d,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753461/tbd-valorant-champions-2026-winners-d,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753457/tbd-valorant-champions-2026-elim-c,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753456/tbd-valorant-champions-2026-winners-c,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753451/tbd-valorant-champions-2026-winners-b,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753445/jd-gaming-vs-fut-esports-valorant-champions-2026-opening-a,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753447/tbd-valorant-champions-2026-elim-a,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753446/tbd-valorant-champions-2026-winners-a,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753460/nongshim-redforce-vs-nrg-valorant-champions-2026-opening-d,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753459/karmine-corp-vs-xi-lai-gaming-valorant-champions-2026-opening-d,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753455/team-liquid-vs-paper-rex-valorant-champions-2026-opening-c,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753454/tyloo-vs-g2-esports-valorant-champions-2026-opening-c,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753450/loud-vs-edward-gaming-valorant-champions-2026-opening-b,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753449/global-esports-vs-team-vitality-valorant-champions-2026-opening-b,invalid_match_href
https://www.vlr.gg/event/matches/2766/,/753463/tbd-valorant-champions-2026-decider-d,invalid_match_href
